gene,mean_in,mean_out,mean_diff,p_fisher,dep_frac_in,dep_frac_out,t_stat,p_ttest,p_wilcoxon
LLGL1,0.055124031937795775,-0.08527213039250744,0.14039616233030322,1.0,0.0,0.0016778523489932886,3.9569332329097784,1.0,0.999999999916582
LLCFC1,0.04023335262550627,-0.0200211575510265,0.06025451017653277,1.0,0.0,0.0,1.715725991141792,1.0,0.999999999916582
LMX1B,0.02486141291511378,0.07578544071792609,-0.05092402780281231,1.0,0.0,0.0025167785234899327,-1.7233982581405218,0.3098144958168887,0.5845904602429521
LMX1A,0.08477964054625424,0.06478821246496681,0.019991428081287427,1.0,0.0,0.0,0.6760009892151019,1.0,0.999999999916582
LMTK3,0.019491392695210392,-0.011443712181934011,0.030935104877144404,1.0,0.0,0.0,1.039120862953144,1.0,0.999999999916582
LMTK2,-0.13421805373360002,-0.10292716548695796,-0.03129088824664206,1.0,0.0,0.00587248322147651,-0.7452128261296702,0.7381158804574061,0.9150057745033638
LMOD3,-0.07631151953070235,-0.124814419327845,0.048502899797142646,1.0,0.0,0.003355704697986577,1.3936876819183834,1.0,0.999999999916582
LMOD2,0.04229022589566173,0.05744320246755911,-0.015152976571897375,1.0,0.0,0.0,-0.6799575678000379,0.7633937608394251,0.797924299533356
LMOD1,-0.10591668322317399,-0.09052853006410201,-0.01538815315907198,1.0,0.0,0.0008389261744966443,-0.45898864606103695,0.8537100154250503,0.8036821862919689
LMO7,0.10151755524811235,0.15669098903505999,-0.05517343378694764,1.0,0.0,0.0,-1.8224353796751664,0.2728278081480889,0.3111839360441152
LMO4,-0.06304413375093909,0.05271810172566293,-0.11576223547660203,1.0,0.0625,0.006711409395973154,-2.49455814626547,0.10198789789915146,0.3076479325453876
LMO3,0.018851331709085966,0.07636900877446375,-0.057517677065377776,1.0,0.0,0.0008389261744966443,-2.2089241284825443,0.16310496592767298,0.10589082045893776
LMO2,0.012731673285966067,-0.007077286739804191,0.019808960025770258,1.0,0.0,0.01929530201342282,0.41877844200563263,1.0,0.999999999916582
LMO1,0.03561670449738607,0.08644550086963931,-0.050828796372253245,1.0,0.0,0.0,-1.7060717397454568,0.3170057302958785,0.4735866040308161
LMNTD2,-0.044619407574505,0.006643233796195602,-0.0512626413707006,1.0,0.0,0.0,-1.528752949783381,0.3879783110415856,0.426822685038655
LMNTD1,-0.0033539126780676486,0.006967065589269183,-0.010320978267336831,1.0,0.0,0.0025167785234899327,-0.32336494479188604,0.9114873777026179,0.8217558599921928
LMNB2,0.027524218888567747,0.04069145936371811,-0.013167240475150364,1.0,0.0,0.0016778523489932886,-0.34640445559477334,0.9017665945882785,0.999999999916582
LMNB1,-0.20287339577024363,-0.19578601693250944,-0.007087378837734193,1.0,0.0625,0.05704697986577181,-0.11816826230303269,0.9870858245237142,0.942205049128652
LOXL3,-0.09589623079268982,-0.14410976997982633,0.048213539187136514,1.0,0.0,0.0008389261744966443,1.4882357052646829,1.0,0.999999999916582
LOXL2,-0.04963554003072056,-0.01177020651656042,-0.03786533351416014,1.0,0.0,0.0,-1.3267563141060092,0.46666136373678285,0.5224047351162581
LOXL1,-0.06046422612958957,-0.04147197662388816,-0.018992249505701414,1.0,0.0,0.0025167785234899327,-0.539023034732446,0.8203550108106672,0.974616380115943
LOXHD1,0.10075076425144358,0.13376453333519864,-0.03301376908375506,1.0,0.0,0.0,-1.157072964263777,0.5477404552918569,0.6667950793281767
LOX,0.07749664466302415,0.0917385712371122,-0.014241926574088043,1.0,0.0,0.0,-0.410208529503523,0.8750479795519599,0.8735882566502802
LORICRIN,-0.031486632141574794,-0.01008250533169001,-0.021404126809884783,1.0,0.0,0.0008389261744966443,-0.7086774082615089,0.7514188181588402,0.796197872135372
LONRF3,-0.06286817333583927,-0.00018567576602240954,-0.06268249756981686,1.0,0.0,0.0,-2.397075308061899,0.11962928067769456,0.3934301397199633
LONRF2,-0.05460594451736767,-0.012905286652391957,-0.04170065786497572,1.0,0.0625,0.0016778523489932886,-1.1127008806172298,0.5674850019458975,0.5604306342371486
LONRF1,0.16117220865246648,0.11787597916219293,0.04329622949027355,1.0,0.0,0.0,1.5518318137726514,1.0,0.999999999916582
LONP2,0.1437288586335142,0.1326631747100509,0.011065683923463299,1.0,0.0,0.0,0.3868237418597021,1.0,0.999999999916582
LONP1,-1.7986885867782674,-1.7011300683819048,-0.09755851839636254,1.0,1.0,0.9605704697986577,-0.6280575368921197,0.7823853067150754,0.7115536027630243
LNX2,0.09184409990696443,0.08877431110979446,0.0030697887971699728,1.0,0.0,0.0,0.12240185996247761,1.0,0.8671820971470284
LNX1,0.04674632576965725,-0.010710500936855018,0.05745682670651227,1.0,0.0,0.0008389261744966443,1.6867478863869274,1.0,0.999999999916582
LNPK,0.06991597511497324,0.08182752377327845,-0.01191154865830521,1.0,0.0,0.0,-0.3706523135752726,0.8910066910306996,0.8252385703888832
LNPEP,-0.033409805278296505,-0.0601928952140689,0.026783089935772393,1.0,0.0,0.0008389261744966443,0.8013478228313928,1.0,0.999999999916582
LNP1,-0.10559917329136206,-0.05394418915776168,-0.05165498413360038,1.0,0.0,0.0008389261744966443,-1.8853224191314917,0.25155315723704386,0.22545338143006602
LPL,0.17435178709796914,0.17011913434227405,0.004232652755695093,1.0,0.0,0.0,0.1599794973056963,1.0,0.999999999916582
LPIN3,0.04833225296077233,0.06619570722559384,-0.017863454264821513,1.0,0.0,0.0,-0.5403473170925602,0.819766962409904,0.6872680993061545
LPIN2,0.14966042857955175,0.07637793844795823,0.07328249013159352,1.0,0.0,0.0008389261744966443,2.4848316309789205,1.0,0.999999999916582
LPIN1,0.06084141247398621,0.11297676881138094,-0.05213535633739473,1.0,0.0,0.0016778523489932886,-1.7404775896854305,0.3031790509649328,0.18534463037233215
LPGAT1,-0.047234701191238994,-0.07283560236799132,0.025600901176752323,1.0,0.0625,0.006711409395973154,0.6809661848450991,1.0,0.999999999916582
LPCAT4,-0.09352512407893906,-0.037362577889358206,-0.05616254618958086,1.0,0.0,0.0,-1.9491277782819563,0.23158887864709332,0.45500540639143117
LPCAT3,-0.22644504457575676,-0.19393268621156992,-0.03251235836418684,1.0,0.0,0.018456375838926176,-0.8020849833866728,0.7102208076956572,0.5158042827154972
LPCAT2,0.1345758156489344,0.10158156968377764,0.03299424596515675,1.0,0.0,0.0,0.9388170893597093,1.0,0.999999999916582
LPCAT1,0.09253284490249451,0.03420660499462009,0.05832623990787442,1.0,0.0,0.0008389261744966443,1.649757272735447,1.0,0.999999999916582
LPAR6,0.10352493551106795,0.06716645917163584,0.03635847633943211,1.0,0.0,0.0,1.1286863255098902,1.0,0.999999999916582
LPAR5,-0.05819531812923234,-0.05828796290867897,9.264477944662813e-05,1.0,0.0,0.0025167785234899327,0.0029142358239578423,1.0,0.9939202955270834
LPAR4,0.1092826701255907,0.09169485236814141,0.01758781775744929,1.0,0.0,0.0,0.721449736114303,1.0,0.999999999916582
LPAR3,0.07682929620475226,0.03414865316975483,0.04268064303499743,1.0,0.0,0.0,1.2910682445632993,1.0,0.999999999916582
LPAR1,0.02764115656287574,-0.0044639178134375955,0.03210507437631333,1.0,0.0,0.012583892617449664,0.6857338801272062,1.0,0.999999999916582
LPA,-0.15196686885467692,-0.1769113277114311,0.02494445885675417,1.0,0.0,0.010434782608695653,0.6005753848636067,1.0,0.999999999916582
LOXL4,-0.045353802561966444,-0.06660701746335568,0.021253214901389234,1.0,0.0,0.0008389261744966443,0.6363644209131941,1.0,0.999999999916582
LRFN4,-0.1590540827857356,-0.1332872132052431,-0.025766869580492513,1.0,0.0,0.0050335570469798654,-0.7353706909986595,0.741446298862414,0.6187074930557326
LRFN3,-0.10801291224201186,-0.08570623539025043,-0.022306676851761423,1.0,0.0,0.006711409395973154,-0.5822738830243871,0.802170866283675,0.726376807931583
LRFN2,0.21841659460457039,0.15921440517045507,0.059202189434115315,1.0,0.0,0.0008389261744966443,1.8283408811895256,1.0,0.999999999916582
LRFN1,-0.03205370046878391,-0.1027610982300103,0.07070739776122639,1.0,0.0,0.003355704697986577,2.0766887949013997,1.0,0.999999999916582
LRCOL1,0.0590395687923953,0.09547979624496677,-0.03644022745257147,1.0,0.0,0.0,-0.3574413329722795,0.898721526528629,0.9198366416525525
LRCH4,-0.1792556322536621,-0.15802036170829623,-0.021235270545365864,1.0,0.0625,0.007550335570469799,-0.6164236129938209,0.786486476905568,0.9191103601620272
LRCH3,-0.08629340945799355,-0.08208375626283466,-0.004209653195158883,1.0,0.0,0.010067114093959731,-0.0819680858861371,0.9956681070050097,0.8355022023114709
LRCH2,-0.04708074276729628,-0.023368879764495688,-0.02371186300280059,1.0,0.0,0.0,-0.7442872369458672,0.7384301193616247,0.6600251404406118
LRCH1,0.06534248613885471,0.06050275779504234,0.004839728343812369,1.0,0.0,0.0008389261744966443,0.16204714907145634,1.0,0.999999999916582
LRBA,0.027403949731455792,0.042099501327254284,-0.014695551595798492,1.0,0.0,0.0,-0.530657202779885,0.8245483166910471,0.9820721366384912
LRATD2,-0.08258373226508518,-0.07717695529399525,-0.005406776971089933,1.0,0.0,0.003355704697986577,-0.17422479215274245,0.9682757007445746,0.9450064461418713
LRATD1,-0.048849424028071645,-0.02537673586412445,-0.023472688163947195,1.0,0.0,0.0025167785234899327,-0.5247412844827444,0.8265748870633416,0.6338371764081483
LRAT,0.027425232824033197,0.047973807099736726,-0.02054857427570353,1.0,0.0,0.0008389261744966443,-0.6680450031440982,0.7681357418070056,0.999999999916582
LPXN,0.07648855152807284,0.0822988290483411,-0.005810277520268262,1.0,0.0,0.0,-0.22650110995604186,0.9470630703290849,0.9877770478075429
LPP,0.01878515345617542,0.060671657487091114,-0.04188650403091569,1.0,0.0,0.0,-1.3917981062919975,0.4445054306333471,0.392007072782293
LPO,-0.06080269066230662,-0.13098000869260645,0.07017731803029983,1.0,0.0,0.003355704697986577,1.9703857998735457,1.0,0.999999999916582
LRP1B,-0.06139450510350271,-0.154228280401847,0.09283377529834429,1.0,0.0,0.015939597315436243,2.1251554009558093,1.0,0.999999999916582
LRP12,0.1291401806002772,0.06904970135079996,0.06009047924947725,1.0,0.0,0.0008389261744966443,1.704772234748812,1.0,0.999999999916582
LRP11,-0.007318141507722673,0.1322511206204021,-0.13956926212812476,1.0,0.0,0.0,-4.402208903424672,0.001085139720072926,0.010048173459662055
LRP10,0.05844964286943952,0.04326502175369374,0.015184621115745783,1.0,0.0,0.0050335570469798654,0.40199611702542143,1.0,0.999999999916582
LRP1,-0.13684851538494247,-0.12124566338325986,-0.015602852001682613,1.0,0.0,0.0050335570469798654,-0.4167868057378614,0.8729106017642707,0.9477075393386076
LRMDA,0.022493920228238526,0.02866625090041939,-0.006172330672180863,1.0,0.0,0.0,-0.2284146108190735,0.946034550188746,0.9176307002575549
LRIT3,0.11667411153388296,0.1333929630142203,-0.016718851480337332,1.0,0.0,0.0,-0.6261632343217218,0.782489685557523,0.6219103970474533
LRIT2,0.08866789563366553,0.09675928372624143,-0.008091388092575896,1.0,0.0,0.0,-0.2989304226962039,0.9199714184284632,0.7847163790268956
LRIT1,-0.09945049484981335,-0.074922769575018,-0.02452772527479534,1.0,0.0,0.0,-0.801951379564884,0.7102208076956572,0.58789596515371
LRIG3,0.09721125173084558,0.017566538420021628,0.07964471331082396,1.0,0.0,0.0008389261744966443,2.674060771696102,1.0,0.999999999916582
LRIG2,-0.07997073578917888,-0.06656636490069492,-0.013404370888483952,1.0,0.0,0.0016778523489932886,-0.3873981074314988,0.8842028612091957,0.6667950793281767
LRIG1,0.0840346513242326,-0.004094083519304955,0.08812873484353756,1.0,0.0,0.0016778523489932886,2.2161489777444587,1.0,0.999999999916582
LRIF1,-0.04753991948584667,-0.08058453986142819,0.03304462037558152,1.0,0.0,0.003355704697986577,0.9040422869416115,1.0,0.999999999916582
LRGUK,0.09814045112606036,0.031963658340174686,0.06617679278588567,1.0,0.0,0.0,2.5062710013573257,1.0,0.999999999916582
LRG1,0.020605963313212558,0.025557645826866912,-0.004951682513654354,1.0,0.0,0.0,-0.17822945020365852,0.9666815043047814,0.9936300048706
LRFN5,0.1037538698712264,0.07604283783198791,0.027711032039238484,1.0,0.0,0.0,0.9505351755337853,1.0,0.999999999916582
LRRC15,-0.17818324102913813,-0.1503751478997037,-0.02780809312943444,1.0,0.0,0.006711409395973154,-0.7018639865962769,0.7544701157700129,0.6067131125166385
LRRC14B,-0.11287368351203203,0.03125609554095531,-0.14412977905298735,1.0,0.0,0.0008389261744966443,-3.688879579867485,0.008275172319584691,0.013778106047506716
LRRC14,0.07303241152220691,0.013091544577454607,0.0599408669447523,1.0,0.0,0.0,1.7449597569609203,1.0,0.999999999916582
LRRC10B,-0.10511051289987514,-0.12372193632945691,0.018611423429581775,1.0,0.0,0.0050335570469798654,0.5240166434632932,1.0,0.999999999916582
LRRC10,-0.014197593758906595,-0.019874278566803714,0.0056766848078971185,1.0,0.0,0.0,0.1839134563750671,1.0,0.8970619199697744
LRRC1,-0.06378957688912779,-0.1847593163705478,0.12096973948142001,1.0,0.0,0.013422818791946308,3.135962979703336,1.0,0.999999999916582
LRR1,-2.3736318982826896,-2.4637232470295407,0.0900913487468511,1.0,1.0,1.0,0.7976942654020838,1.0,0.999999999916582
LRPPRC,-0.8270721507397569,-0.6722219523987266,-0.1548501983410303,1.0,0.6875,0.5335570469798657,-1.5193843464655172,0.39176041822939556,0.4832120276401091
LRPAP1,0.1262242834443418,0.012846409809842313,0.1133778736344995,1.0,0.0,0.003355704697986577,3.536287044852905,1.0,0.999999999916582
LRP8,-0.11607731351671363,-0.17983135314408266,0.06375403962736903,1.0,0.0,0.047818791946308725,1.0507721356476492,1.0,0.999999999916582
LRP6,-0.09995644610471532,-0.001483253762297134,-0.09847319234241819,1.0,0.0625,0.0025167785234899327,-3.0451350409295186,0.03696757867908555,0.2189474374444999
LRP5,-0.17947476591922046,-0.17758666364248188,-0.0018881022767385791,1.0,0.0,0.012583892617449664,-0.05131387980778417,1.0,0.7955540802991065
LRP4,-0.15914193718131092,-0.17576978141477875,0.01662784423346783,1.0,0.0,0.00587248322147651,0.44879733969235314,1.0,0.999999999916582
LRP3,0.016745637979229178,0.056520983621781505,-0.03977534564255233,1.0,0.0,0.0,-1.3201874419877622,0.470304369086239,0.35905486525789876
LRP2BP,0.028015163627041144,0.05550295217499796,-0.027487788547956818,1.0,0.0,0.0,-0.9594360317531926,0.6364581040358507,0.5382617832563541
LRP2,-0.05837873012368798,-0.09002831021959787,0.03164958009590989,1.0,0.0,0.0025167785234899327,0.9102479091397755,1.0,0.999999999916582
LRRC34,0.04029561555114153,-0.02810727886798949,0.06840289441913101,1.0,0.0,0.0008389261744966443,2.1108106783152047,1.0,0.999999999916582
LRRC32,-0.17897640303903267,-0.09250265843871246,-0.08647374460032022,1.0,0.0,0.0025167785234899327,-2.6060380170641224,0.08470838438408197,0.06769849136278894
LRRC31,0.07670856751222017,0.06640229289522472,0.010306274616995459,1.0,0.0,0.0,0.37800951012405726,1.0,0.999999999916582
LRRC30,0.08568204437133783,0.03187554232760849,0.053806502043729346,1.0,0.0,0.0,2.1121673711154756,1.0,0.999999999916582
LRRC3,0.017133338585466222,0.03462619760900906,-0.01749285902354284,1.0,0.0,0.0008389261744966443,-0.4426288779258042,0.8602222941038404,0.7272668791750003
LRRC28,-0.12234054557115857,-0.029179558295088257,-0.09316098727607032,1.0,0.0,0.0016778523489932886,-2.8529593966590743,0.054534543446653025,0.06769849136278894
LRRC27,0.20376707905683053,0.15272337532166194,0.05104370373516859,1.0,0.0,0.0,1.8470859190017954,1.0,0.999999999916582
LRRC26,0.1156835567071817,0.10976731626109865,0.005916240446083049,1.0,0.0,0.0,0.18000537082740498,1.0,0.999999999916582
LRRC25,0.12676034691015026,0.021875658539684772,0.10488468837046548,1.0,0.0,0.0008389261744966443,3.08151038685509,1.0,0.999999999916582
LRRC24,-0.024998588863749817,0.05649034691111005,-0.08148893577485987,1.0,0.0,0.0,-2.536432412290238,0.09455586922770823,0.11906317855921074
LRRC23,-0.052047891603351534,0.017291399809521598,-0.06933929141287314,1.0,0.0,0.0,-2.4018890201007626,0.11856311578138651,0.2888050903347582
LRRC20,-0.015561321757260325,0.026798753881583526,-0.04236007563884385,1.0,0.0,0.0,-1.8372506038286076,0.2684148565893056,0.34574822896240215
LRRC2,0.0023744961078815963,0.028161812584125027,-0.02578731647624343,1.0,0.0,0.0,-0.9133493355282999,0.6590632018792749,0.7713399462424695
LRRC19,0.12795970591788125,0.12652996638056743,0.0014297395373138178,1.0,0.0,0.0,0.0470714561902396,1.0,0.999999999916582
LRRC18,0.07053774234391202,0.043079697894642256,0.027458044449269768,1.0,0.0,0.0,1.0058675593057413,1.0,0.999999999916582
LRRC17,0.06442863629336687,-0.01256482406824553,0.07699346036161239,1.0,0.0,0.0,2.6303426434596386,1.0,0.999999999916582
LRRC47,0.05306962383132926,0.024750514403342368,0.02831910942798689,1.0,0.0,0.0,0.8894463878442929,1.0,0.999999999916582
LRRC46,-0.12749063617806436,-0.1380548973571579,0.010564261179093537,1.0,0.0,0.0016778523489932886,0.3478241783167429,1.0,0.999999999916582
LRRC45,-0.20280893944127645,-0.15501115412085256,-0.04779778532042389,1.0,0.0,0.009228187919463088,-1.2070153770424674,0.5221054271195192,0.5243198166923495
LRRC43,-0.13206370438094628,-0.10426350795155545,-0.027800196429390828,1.0,0.0,0.0050335570469798654,-0.6402324754338832,0.7779488763522442,0.900460212911309
LRRC42,0.008305419002911318,-0.02510717889806306,0.03341259790097438,1.0,0.0,0.0,1.2302996986070664,1.0,0.999999999916582
LRRC41,-0.13542968285232912,-0.062033865387042836,-0.07339581746528628,1.0,0.0625,0.0025167785234899327,-1.962389425007182,0.22840621053168264,0.37042998995533793
LRRC40,0.09329645883419124,0.041112708042373526,0.052183750791817717,1.0,0.0,0.0,1.8487003134019646,1.0,0.999999999916582
LRRC4,0.05931715889734439,0.06250891632107107,-0.003191757423726682,1.0,0.0,0.0,-0.11708983943802848,0.9875018917566699,0.9846715672091253
LRRC3C,-0.1393790835459684,-0.1845495894461679,0.0451705059001995,1.0,0.0,0.01174496644295302,1.1942168088237042,1.0,0.999999999916582
LRRC3B,0.024622414055027426,-0.015336174098792118,0.039958588153819544,1.0,0.0,0.0,1.5069675857015004,1.0,0.999999999916582
LRRC39,-0.05686300693540572,-0.08649362839376412,0.029630621458358403,1.0,0.0,0.0025167785234899327,0.8169378115131518,1.0,0.999999999916582
LRRC38,0.06708034899938888,0.022431674355533282,0.04464867464385559,1.0,0.0,0.0050335570469798654,0.9489677374668751,1.0,0.999999999916582
LRRC37B,-0.37770449953967633,-0.4447065010153014,0.06700200147562507,1.0,0.0625,0.19379194630872484,1.352872417980171,1.0,0.999999999916582
LRRC37A3,-0.3430062435964575,-0.4378677253572504,0.0948614817607929,1.0,0.13333333333333333,0.2451550387596899,1.3325573024572712,1.0,0.999999999916582
LRRC37A2,-0.3162610770318227,-0.4202187536625909,0.10395767663076821,1.0,0.26666666666666666,0.24031007751937986,1.4129739852225487,1.0,0.999999999916582
LRRC36,0.15407207183123378,0.08026426475760182,0.07380780707363196,1.0,0.0,0.0,2.8704148857849052,1.0,0.999999999916582
LRRC70,0.19828404250463613,0.17684398844968835,0.021440054054947782,1.0,0.0,0.0,0.7306164766143393,1.0,0.999999999916582
LRRC7,0.032858872651261035,0.05913628097847057,-0.026277408327209532,1.0,0.0,0.0,-0.6397067267369921,0.7781508433320498,0.86413484647818
LRRC66,-0.05913390427218569,0.014713258590960763,-0.07384716286314645,1.0,0.0,0.0016778523489932886,-2.2978950413858743,0.14059657142530727,0.3381539514109253
LRRC63,0.06313120616221492,0.06455394385649636,-0.0014227376942814451,1.0,0.0,0.0,-0.05754986202460594,1.0,0.8557529904970612
LRRC61,0.13483511139082252,0.0990598829170681,0.03577522847375442,1.0,0.0,0.0,1.2869479980460694,1.0,0.999999999916582
LRRC59,-0.10102269481478848,-0.0707706017375499,-0.030252093077238584,1.0,0.0,0.0,-0.8977505392871575,0.6659636438512472,0.5086640641992048
LRRC58,0.0540417930581216,-0.02113146490990338,0.07517325796802499,1.0,0.0,0.0,2.761939145147242,1.0,0.999999999916582
LRRC57,-0.14217120086860896,-0.1048435151627951,-0.037327685705813865,1.0,0.0625,0.014261744966442953,-0.8204873846203845,0.7010427084207018,0.8253235224334304
LRRC56,-0.08749720716671949,-0.052480765025792464,-0.03501644214092703,1.0,0.0,0.0008389261744966443,-1.027285993746696,0.6070070704569754,0.7934773404220067
LRRC55,-0.07776197982693855,-0.07547091764930712,-0.002291062177631434,1.0,0.0,0.0,-0.07762940402894342,0.9971826484777867,0.9339081813665959
LRRC53,0.05598121894143135,0.048195214839007704,0.007786004102423645,1.0,0.0,0.0,0.06632127421552078,1.0,0.999999999916582
LRRC52,0.16286211747010143,0.15710481006940855,0.005757307400692885,1.0,0.0,0.0,0.16729305612555156,1.0,0.999999999916582
LRRC51,0.07580744650257079,0.08563932855238648,-0.009831882049815693,1.0,0.0,0.0,-0.3823720398406064,0.886357171402339,0.877181031569808
LRRC4C,0.12377247352690489,0.08043979323327446,0.043332680293630424,1.0,0.0,0.0008389261744966443,1.5397112308085594,1.0,0.999999999916582
LRRC4B,-0.040259858915778865,-0.019324435159440656,-0.02093542375633821,1.0,0.0,0.0,-0.6328533750165747,0.7807442933173687,0.8614736537218813
LRRC49,-0.0202117677074472,-0.020463911885981567,0.00025214417853436713,1.0,0.0,0.0008389261744966443,0.006881172250639104,1.0,0.999999999916582
LRRFIP1,-0.03995364501907107,0.002831165320605454,-0.04278481033967652,1.0,0.0,0.0,-1.3876614414034532,0.4455398338599023,0.5781246469440412
LRRD1,0.04595718986310653,0.054646916034918516,-0.008689726171811983,1.0,0.0,0.0008389261744966443,-0.261299329957898,0.9347835601254473,0.999999999916582
LRRCC1,0.12358208312828677,0.12769481081655995,-0.004112727688273185,1.0,0.0,0.0008389261744966443,-0.09530617557029701,0.9937541063868834,0.9602037613368378
LRRC9,-0.1174188215338906,-0.15551407854711735,0.038095257013226747,1.0,0.0,0.0,0.29337161124571415,1.0,0.999999999916582
LRRC8E,-0.01709770266052322,-0.10812717344707386,0.09102947078655063,1.0,0.0,0.00587248322147651,2.456237298236481,1.0,0.999999999916582
LRRC8D,0.12209531562364595,0.034410316578678234,0.08768499904496771,1.0,0.0,0.0,2.398870200512437,1.0,0.999999999916582
LRRC8C,0.05458683238318222,0.011460072532007976,0.04312675985117424,1.0,0.0,0.0,1.453498850929554,1.0,0.999999999916582
LRRC8B,-0.1071506548516708,-0.06087618181813645,-0.04627447303353435,1.0,0.0,0.006711409395973154,-0.9044146042004254,0.6625627730817069,0.4838850578799922
LRRC8A,0.02648736125349778,0.020824071436463535,0.005663289817034244,1.0,0.0,0.0,0.1700202996734345,1.0,0.8348145179639064
LRRC75B,-0.2218829013762315,-0.16443344631199142,-0.057449455064240096,1.0,0.0,0.0016778523489932886,-1.9226506245119455,0.23932308182245737,0.2351941064163184
LRRC75A,-0.16959385014843795,-0.1050419187177126,-0.06455193143072535,1.0,0.0,0.003355704697986577,-1.8982279626882355,0.24735693424667843,0.1746334924151366
LRRC74B,0.3194462044419103,0.32709385337953795,-0.007647648937627649,1.0,0.0,0.0,-0.049240084258542226,1.0,0.9938479177590818
LRRC74A,-0.03065738242602643,-0.016821387409421153,-0.013835995016605276,1.0,0.0,0.0,-0.37296320781044345,0.8897012968455881,0.999999999916582
LRRC73,-0.25778153494834055,-0.17550454223077297,-0.08227699271756758,1.0,0.0625,0.0041946308724832215,-2.352398951031223,0.12829274365902485,0.3205646855540962
LRRC72,0.10973884280253031,0.12446436984208695,-0.014725527039556638,1.0,0.0,0.0016778523489932886,-0.4147054088397131,0.8736510810293643,0.6736271137441222
LRRC71,-0.20294729797855754,-0.18053871788799308,-0.022408580090564456,1.0,0.0625,0.010906040268456376,-0.59075375773282,0.7982615514575885,0.9585071620693717
LRSAM1,-0.014836596714500128,0.00513764829458985,-0.019974245009089977,1.0,0.0,0.0,-0.7358915897557708,0.741071410547732,0.773657867982396
LRRTM4,0.08176858566512556,0.021673044515815275,0.06009554114931028,1.0,0.0,0.0008389261744966443,1.8216438110039128,1.0,0.999999999916582
LRRTM3,0.13687671038998106,0.02906823528836187,0.10780847510161919,1.0,0.0,0.0,3.62801534724984,1.0,0.999999999916582
LRRTM2,0.0005784074153119406,0.02471520240705983,-0.02413679499174789,1.0,0.0,0.0,-0.8280611107766905,0.696557021480543,0.6324454735923399
LRRTM1,0.025833558187068558,0.011106182843382575,0.014727375343685983,1.0,0.0,0.0,0.46317475410340914,1.0,0.999999999916582
LRRN4CL,-0.04797268633450033,-0.07220147387464512,0.02422878754014479,1.0,0.0,0.0025167785234899327,0.6902434170690745,1.0,0.999999999916582
LRRN4,-0.017970260133215014,0.08345162426546733,-0.10142188439868234,1.0,0.0,0.0,-3.1104531267376876,0.032072671695177316,0.1485878122577244
LRRN3,0.02987406769681549,0.009300697514812172,0.02057337018200332,1.0,0.0,0.0,0.6869929630970876,1.0,0.999999999916582
LRRN2,-0.11368872344856928,-0.08465493424260886,-0.02903378920596042,1.0,0.0,0.003355704697986577,-0.8775355649020598,0.6730476697878552,0.596890558108315
LRRN1,0.15214398961246028,0.11431313844101977,0.03783085117144051,1.0,0.0,0.0,1.3403077016491791,1.0,0.999999999916582
LRRK2,-0.013750883271929049,-0.07914345177901376,0.0653925685070847,1.0,0.0,0.0008389261744966443,2.040262198335195,1.0,0.999999999916582
LRRK1,-0.036764342035194957,0.036224659952897253,-0.07298900198809222,1.0,0.0,0.0,-1.993449544433603,0.21989025766903758,0.16067961302707479
LRRIQ4,0.026838342495010683,-0.004587428907755698,0.03142577140276638,1.0,0.0,0.0016778523489932886,1.0407704703455893,1.0,0.999999999916582
LRRIQ3,0.08250677755385576,0.045994168080678424,0.03651260947317733,1.0,0.0,0.0,1.2425506987795172,1.0,0.999999999916582
LRRIQ1,0.022559323737337714,-0.02347448534845928,0.04603380908579699,1.0,0.0,0.0008389261744966443,1.3338912560536595,1.0,0.999999999916582
LRRFIP2,0.08059464597783603,0.11224083344788392,-0.031646187470047896,1.0,0.0,0.0,-1.0634001305445069,0.591189996634157,0.5370103775612224
LSM6,-0.7762098550170469,-0.8577100016861593,0.08150014666911243,1.0,0.8125,0.8531879194630873,1.2106879872802292,1.0,0.999999999916582
LSM5,-1.1032717814895958,-1.1768529589882037,0.07358117749860793,1.0,1.0,0.9731543624161074,1.080155783178985,1.0,0.999999999916582
LSM4,-1.6540860439770617,-1.5367866925112688,-0.11729935146579296,1.0,1.0,0.9924496644295302,-1.3972638631174035,0.4422853761818912,0.4374423165838901
LSM3,-1.4116760304932776,-1.5067047276358891,0.09502869714261153,1.0,1.0,0.9865771812080537,1.004142237691569,1.0,0.999999999916582
LSM2,-2.7971630486154337,-2.6361624811848916,-0.16100056743054214,1.0,1.0,0.9991610738255033,-1.3845649593150022,0.44575002832351457,0.46635912702641114
LSM14B,0.12154239022209051,0.10206177535564633,0.019480614866444187,1.0,0.0,0.0008389261744966443,0.6028043701441136,1.0,0.999999999916582
LSM14A,-0.32039140061589527,-0.27317725997470466,-0.047214140641190616,1.0,0.0625,0.026006711409395974,-1.1924881710466535,0.5301971773350868,0.5745652458367929
LSM12,-0.7085866074281533,-0.5321980088287528,-0.17638859859940048,1.0,0.6875,0.3859060402684564,-2.0649724205736706,0.1986058860900569,0.147710581164033
LSM11,-0.7331023716789855,-0.7698984296041224,0.03679605792513685,1.0,0.6875,0.7432885906040269,0.5159253387044758,1.0,0.999999999916582
LSM10,-0.5045348554149187,-0.41711009031950785,-0.08742476509541086,1.0,0.1875,0.17785234899328858,-1.483563914184177,0.4070010986121261,0.17521634873470956
